General : Start date,"4/5/2024 1:17 PM"
General : End date,"4/5/2024 1:18 PM"
Specimen notes : Specimen note 1,""

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.01791"
"0.10000","0.00235","0.01534"
"0.20000","0.01310","-0.01007"
"0.30000","0.02376","0.00974"
"0.40000","0.03417","-0.00181"
"0.50000","0.04406","0.01899"
"0.60000","0.05369","0.01954"
"0.70000","0.06430","0.02362"
"0.80000","0.07376","0.02644"
"0.90000","0.08378","0.02800"
"1.00000","0.09407","0.02336"
"1.10000","0.10373","0.03961"
"1.20000","0.11394","0.02934"
"1.30000","0.12394","0.02412"
"1.40000","0.13384","0.03868"
"1.50000","0.14391","0.04375"
"1.60000","0.15379","0.04347"
"1.70000","0.16426","0.03118"
"1.80000","0.17402","0.04528"
"1.90000","0.18381","0.06855"
"2.00000","0.19426","0.03350"
"2.10000","0.20367","0.06011"
"2.20000","0.21397","0.05452"
"2.30000","0.22413","0.05775"
"2.40000","0.23372","0.03993"
"2.50000","0.24400","0.05268"
"2.60000","0.25408","0.05641"
"2.70000","0.26378","0.04719"
"2.80000","0.27396","0.05198"
"2.90000","0.28383","0.06027"
"3.00000","0.29420","0.06574"
"3.10000","0.30400","0.04753"
"3.20000","0.31371","0.08040"
"3.30000","0.32422","0.05541"
"3.40000","0.33358","0.06991"
"3.50000","0.34398","0.05575"
"3.60000","0.35416","0.06935"
"3.70000","0.36365","0.08882"
"3.80000","0.37399","0.06498"
"3.90000","0.38403","0.08512"
"4.00000","0.39384","0.07343"
"4.10000","0.40403","0.08661"
"4.20000","0.41396","0.06524"
"4.30000","0.42428","0.08423"
"4.40000","0.43397","0.06688"
"4.50000","0.44382","0.08438"
"4.60000","0.45422","0.07876"
"4.70000","0.46369","0.08729"
"4.80000","0.47396","0.07795"
"4.90000","0.48410","0.08293"
"5.00000","0.49366","0.10769"
"5.10000","0.50386","0.08089"
"5.20000","0.51394","0.08550"
"5.30000","0.52388","0.08196"
"5.40000","0.53401","0.10365"
"5.50000","0.54388","0.08146"
"5.60000","0.55430","0.09426"
"5.70000","0.56399","0.10541"
"5.80000","0.57379","0.10098"
"5.90000","0.58420","0.10528"
"6.00000","0.59379","0.10519"
"6.10000","0.60387","0.11037"
"6.20000","0.61419","0.09883"
"6.30000","0.62375","0.12054"
"6.40000","0.63383","0.10356"
"6.50000","0.64392","0.10775"
"6.60000","0.65385","0.09347"
"6.70000","0.66397","0.10857"
"6.80000","0.67374","0.11994"
"6.90000","0.68437","0.08949"
"7.00000","0.69393","0.10625"
"7.10000","0.70372","0.11257"
"7.20000","0.71422","0.11615"
"7.30000","0.72381","0.10992"
"7.40000","0.73396","0.13119"
"7.50000","0.74412","0.11971"
"7.60000","0.75370","0.12162"
"7.70000","0.76388","0.13331"
"7.80000","0.77394","0.11974"
"7.90000","0.78400","0.12214"
"8.00000","0.79403","0.10764"
"8.10000","0.80378","0.13969"
"8.20000","0.81425","0.10546"
"8.30000","0.82394","0.11779"
"8.40000","0.83375","0.11814"
"8.50000","0.84417","0.13765"
"8.60000","0.85378","0.12473"
"8.70000","0.86395","0.11596"
"8.80000","0.87409","0.13914"
"8.90000","0.88360","0.12624"
"9.00000","0.89391","0.12924"
"9.10000","0.90389","0.12220"
"9.20000","0.91399","0.14264"
"9.30000","0.92411","0.12319"
"9.40000","0.93393","0.14216"
"9.50000","0.94427","0.13531"
"9.60000","0.95386","0.13818"
"9.70000","0.96379","0.13308"
"9.80000","0.97423","0.14207"
"9.90000","0.98378","0.15782"
"10.00000","0.99385","0.13285"
"10.06300","1.00010","0.13308"
"10.06400","1.00020","0.13157"
"10.06500","1.00030","0.12998"
"10.16500","1.00227","0.14213"
"10.26500","1.00186","0.13249"
"10.36500","1.00119","0.14615"
"10.46500","1.00032","0.11344"
"10.56500","0.99996","0.12614"
"10.66500","0.99988","0.13153"
"10.76500","0.99988","0.12258"
"10.86500","0.99988","0.12510"
"10.96500","0.99988","0.12069"
"11.06500","0.99988","0.14719"
"11.16500","0.99988","0.11043"
"11.26500","0.99988","0.13288"
"11.36500","0.99993","0.12348"
"11.46500","0.99996","0.12178"
"11.56500","0.99996","0.11146"
"11.66500","0.99996","0.12713"
"11.76500","0.99996","0.13569"
"11.86500","0.99996","0.11093"
"11.96500","0.99996","0.14756"
"12.06500","0.99996","0.11464"
"12.16500","0.99996","0.14384"
"12.26500","0.99996","0.10484"
