General : Start date,"4/15/2024 11:28 AM"
General : End date,"4/15/2024 11:29 AM"
Specimen notes : Specimen note 1,""

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.01011"
"0.10000","0.00250","-0.00864"
"0.20000","0.01336","-0.00889"
"0.30000","0.02376","0.00595"
"0.40000","0.03426","0.00336"
"0.50000","0.04397","0.00078"
"0.60000","0.05409","0.00503"
"0.70000","0.06413","0.01009"
"0.80000","0.07392","0.00638"
"0.90000","0.08443","0.00083"
"1.00000","0.09410","0.00128"
"1.10000","0.10396","0.01035"
"1.20000","0.11436","0.00422"
"1.30000","0.12377","0.00274"
"1.40000","0.13402","0.02208"
"1.50000","0.14428","-0.00327"
"1.60000","0.15381","0.01224"
"1.70000","0.16410","0.00977"
"1.80000","0.17405","0.02070"
"1.90000","0.18409","0.01637"
"2.00000","0.19406","-0.00756"
"2.10000","0.20389","0.01644"
"2.20000","0.21454","-0.00012"
"2.30000","0.22406","0.00285"
"2.40000","0.23404","0.01071"
"2.50000","0.24443","0.00761"
"2.60000","0.25385","0.02410"
"2.70000","0.26405","-0.00316"
"2.80000","0.27434","0.01228"
"2.90000","0.28381","0.03337"
"3.00000","0.29412","0.00752"
"3.10000","0.30407","0.00403"
"3.20000","0.31413","0.00238"
"3.30000","0.32407","0.00986"
"3.40000","0.33388","0.00843"
"3.50000","0.34456","-0.00871"
"3.60000","0.35405","0.02053"
"3.70000","0.36396","0.00675"
"3.80000","0.37429","0.01418"
"3.90000","0.38393","0.01372"
"4.00000","0.39400","0.01611"
"4.10000","0.40437","0.00125"
"4.20000","0.41385","0.01785"
"4.30000","0.42412","0.01512"
"4.40000","0.43405","0.01801"
"4.50000","0.44423","0.00088"
"4.60000","0.45405","0.00721"
"4.70000","0.46398","0.02287"
"4.80000","0.47445","0.00697"
"4.90000","0.48406","0.01331"
"5.00000","0.49387","0.00063"
"5.10000","0.50436","0.02941"
"5.20000","0.51391","0.00355"
"5.30000","0.52403","0.00689"
"5.40000","0.53425","0.00369"
"5.50000","0.54386","0.00620"
"5.60000","0.55415","0.00891"
"5.70000","0.56396","0.00310"
"5.80000","0.57427","0.02285"
"5.90000","0.58421","0.01243"
"6.00000","0.59404","-0.00053"
"6.10000","0.60451","0.01191"
"6.20000","0.61414","0.00304"
"6.30000","0.62392","0.00957"
"6.40000","0.63425","0.00941"
"6.50000","0.64386","0.01906"
"6.60000","0.65417","0.00677"
"6.70000","0.66418","-0.00529"
"6.80000","0.67386","0.01496"
"6.90000","0.68412","0.00225"
"7.00000","0.69396","0.01387"
"7.10000","0.70421","-0.00038"
"7.20000","0.71419","0.01422"
"7.30000","0.72398","0.02705"
"7.40000","0.73445","-0.00639"
"7.50000","0.74409","0.00677"
"7.60000","0.75396","0.02624"
"7.70000","0.76441","0.01080"
"7.80000","0.77380","0.02366"
"7.90000","0.78418","0.01580"
"8.00000","0.79421","0.01777"
"8.10000","0.80384","0.03214"
"8.20000","0.81408","0.01032"
"8.30000","0.82405","0.02246"
"8.40000","0.83421","0.01221"
"8.50000","0.84413","0.00925"
"8.60000","0.85397","0.01023"
"8.70000","0.86442","0.01854"
"8.80000","0.87401","0.00554"
"8.90000","0.88390","0.00835"
"9.00000","0.89446","0.02029"
"9.10000","0.90384","0.02536"
"9.20000","0.91424","0.01317"
"9.30000","0.92429","0.01935"
"9.40000","0.93386","0.03101"
"9.50000","0.94404","0.02445"
"9.60000","0.95407","0.02838"
"9.70000","0.96425","0.01230"
"9.80000","0.97415","0.02715"
"9.90000","0.98392","0.02013"
"10.00000","0.99433","0.02936"
"10.06400","1.00008","0.01945"
"10.06500","1.00016","0.01927"
"10.06600","1.00025","0.01885"
"10.16600","1.00192","0.00781"
"10.26600","1.00156","0.02937"
"10.36600","1.00113","0.02692"
"10.46600","1.00048","0.01285"
"10.56600","1.00001","0.02755"
"10.66600","0.99991","0.01907"
"10.76600","0.99988","0.02859"
"10.86600","0.99988","0.02059"
"10.96600","0.99988","0.02420"
"11.06600","0.99988","0.02847"
"11.16600","0.99988","0.01517"
"11.26600","0.99988","0.02034"
"11.36600","0.99990","0.01993"
"11.46600","0.99996","0.01828"
"11.56600","0.99996","0.01176"
"11.66600","0.99996","0.00551"
"11.76600","0.99996","0.02788"
"11.86600","0.99996","0.01816"
"11.96600","0.99996","0.01933"
"12.06600","0.99996","0.01470"
"12.16600","0.99996","0.02045"
"12.26600","0.99996","0.01289"
"12.36600","0.99996","0.01882"
"12.46600","0.99996","0.02667"
"12.56600","0.99996","0.02670"
"12.66600","0.99996","0.01528"
"12.76600","0.99996","0.01365"
"12.86600","0.99996","0.01792"
"12.96600","0.99996","0.01441"
"13.06600","0.99996","0.01576"
"13.16600","0.99996","0.02390"
"13.26600","0.99996","0.01836"
"13.36600","0.99996","0.00648"
"13.46600","0.99996","0.00732"
"13.56600","0.99996","0.01037"
"13.66600","0.99996","0.01969"
"13.76600","0.99996","0.00564"
"13.86600","0.99996","0.01750"
"13.96600","0.99996","0.01935"
"14.06600","0.99996","0.01641"
"14.16600","0.99996","0.01020"
"14.26600","0.99996","0.01892"
"14.36600","0.99996","0.02697"
"14.46600","0.99996","0.00904"
"14.56600","0.99996","0.01606"
"14.66600","0.99996","0.00729"
"14.76600","0.99996","0.01440"
"14.86600","0.99996","-0.00220"
"14.96600","0.99996","0.02352"
"15.06600","0.99996","0.00760"
"15.16600","0.99996","0.01401"
"15.26600","0.99996","0.01069"
"15.36600","0.99996","0.01269"
"15.46600","0.99996","0.03567"
"15.56600","0.99996","-0.00202"
"15.66600","0.99996","0.00807"
"15.76600","0.99996","0.01632"
"15.86600","0.99996","0.00753"
"15.96600","0.99996","0.01955"
"16.06600","0.99996","0.01203"
"16.16600","0.99996","0.02616"
"16.26600","0.99996","0.01429"
"16.36600","0.99996","0.00282"
"16.46600","0.99996","0.02423"
"16.56600","0.99996","0.01622"
"16.66600","0.99996","0.01832"
"16.76600","0.99996","0.00193"
"16.86600","0.99996","0.01651"
"16.96600","0.99996","0.01482"
"17.06600","0.99996","-0.00400"
"17.16600","0.99996","0.01489"
"17.26600","0.99996","0.00881"
"17.36600","0.99996","0.00677"
"17.46600","0.99996","0.00277"
"17.56600","0.99996","0.00888"
"17.66600","0.99996","0.02297"
"17.76600","0.99996","0.00947"
"17.86600","0.99996","0.01226"
"17.96600","0.99996","0.02791"
"18.06600","0.99996","0.01234"
"18.16600","0.99996","0.01166"
"18.26600","0.99996","0.00326"
"18.36600","0.99996","0.01300"
"18.46600","0.99996","0.01617"
"18.56600","0.99996","0.00245"
"18.66600","0.99996","0.01101"
"18.76600","0.99996","0.00974"
"18.86600","0.99996","0.02036"
"18.96600","0.99996","0.00085"
"19.06600","0.99996","0.01809"
"19.16600","0.99996","0.01642"
"19.26600","0.99996","0.01676"
"19.36600","0.99996","0.00895"
"19.46600","0.99996","0.01333"
"19.56600","0.99996","0.00414"
"19.66600","0.99996","0.00911"
"19.76600","0.99996","0.02336"
"19.86600","0.99996","0.00828"
"19.96600","0.99996","0.01066"
"20.06500","0.99996","-0.01001"
