General : Start date,"4/15/2024 12:22 PM"
General : End date,"4/15/2024 12:23 PM"
Specimen notes : Specimen note 1,""

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00546"
"0.10000","0.00251","0.01754"
"0.20000","0.01397","0.03071"
"0.30000","0.02428","0.02257"
"0.40000","0.03432","0.00736"
"0.50000","0.04455","0.02695"
"0.60000","0.05442","0.02441"
"0.70000","0.06422","0.01934"
"0.80000","0.07470","0.01638"
"0.90000","0.08433","0.02023"
"1.00000","0.09426","0.02736"
"1.10000","0.10468","0.02454"
"1.20000","0.11413","0.03697"
"1.30000","0.12458","0.02382"
"1.40000","0.13457","0.03028"
"1.50000","0.14430","0.01689"
"1.60000","0.15434","0.02471"
"1.70000","0.16437","0.04062"
"1.80000","0.17467","0.02540"
"1.90000","0.18443","0.03241"
"2.00000","0.19423","0.03305"
"2.10000","0.20467","0.03931"
"2.20000","0.21421","0.06459"
"2.30000","0.22429","0.01782"
"2.40000","0.23471","0.04652"
"2.50000","0.24413","0.05041"
"2.60000","0.25449","0.04914"
"2.70000","0.26446","0.04555"
"2.80000","0.27437","0.04844"
"2.90000","0.28435","0.05883"
"3.00000","0.29452","0.05021"
"3.10000","0.30470","0.04548"
"3.20000","0.31449","0.05523"
"3.30000","0.32425","0.05753"
"3.40000","0.33480","0.05205"
"3.50000","0.34427","0.03373"
"3.60000","0.35435","0.06235"
"3.70000","0.36461","0.05960"
"3.80000","0.37413","0.05817"
"3.90000","0.38443","0.05177"
"4.00000","0.39442","0.06257"
"4.10000","0.40438","0.07360"
"4.20000","0.41436","0.06336"
"4.30000","0.42440","0.06141"
"4.40000","0.43466","0.07268"
"4.50000","0.44451","0.07307"
"4.60000","0.45418","0.07773"
"4.70000","0.46480","0.06603"
"4.80000","0.47439","0.07595"
"4.90000","0.48446","0.08214"
"5.00000","0.49457","0.07269"
"5.10000","0.50419","0.07411"
"5.20000","0.51441","0.07839"
"5.30000","0.52434","0.08944"
"5.40000","0.53433","0.07936"
"5.50000","0.54449","0.07697"
"5.60000","0.55439","0.09151"
"5.70000","0.56468","0.09447"
"5.80000","0.57443","0.09803"
"5.90000","0.58422","0.08588"
"6.00000","0.59473","0.09569"
"6.10000","0.60426","0.08668"
