General : Start date,"1/29/2024 3:47 PM"
General : End date,"1/29/2024 3:48 PM"
Specimen notes : Specimen note 1,""

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00002"
"0.10000","0.00248","0.00744"
"0.20000","0.01098","0.01662"
"0.30000","0.02276","0.04130"
"0.40000","0.03297","0.06490"
"0.50000","0.04288","0.07191"
"0.60000","0.05313","0.09457"
"0.70000","0.06292","0.11650"
"0.80000","0.07262","0.12754"
"0.90000","0.08324","0.15178"
"1.00000","0.09287","0.16464"
"1.10000","0.10291","0.18752"
"1.20000","0.11309","0.21020"
"1.30000","0.12260","0.22108"
"1.40000","0.13292","0.24725"
"1.50000","0.14295","0.26309"
"1.60000","0.15271","0.28017"
"1.70000","0.16300","0.30141"
"1.80000","0.17281","0.31747"
"1.90000","0.18306","0.33382"
"2.00000","0.19293","0.35176"
"2.10000","0.20272","0.37463"
"2.20000","0.21331","0.39214"
"2.30000","0.22281","0.40992"
"2.40000","0.23290","0.43105"
"2.50000","0.24308","0.45004"
"2.60000","0.25254","0.46395"
"2.70000","0.26290","0.48157"
"2.80000","0.27303","0.50041"
"2.90000","0.28270","0.52140"
"3.00000","0.29292","0.53549"
"3.10000","0.30284","0.55741"
"3.20000","0.31302","0.57806"
"3.30000","0.32288","0.59110"
"3.40000","0.33265","0.61302"
"3.50000","0.34333","0.63348"
"3.60000","0.35278","0.64909"
"3.70000","0.36294","0.66785"
"3.80000","0.37312","0.69115"
"3.90000","0.38256","0.70460"
"4.00000","0.39293","0.72361"
"4.10000","0.40301","0.74347"
"4.20000","0.41271","0.76179"
"4.30000","0.42291","0.78147"
"4.40000","0.43278","0.79990"
"4.50000","0.44308","0.81793"
"4.60000","0.45282","0.83786"
"4.70000","0.46268","0.85328"
"4.80000","0.47335","0.87476"
"4.90000","0.48280","0.89107"
"5.00000","0.49288","0.90356"
"5.10000","0.50297","0.92901"
"5.20000","0.51265","0.94633"
"5.30000","0.52289","0.96302"
"5.40000","0.53311","0.98289"
"5.50000","0.54270","1.00325"
"5.60000","0.55294","1.02334"
"5.70000","0.56283","1.03961"
"5.80000","0.57314","1.05752"
"5.90000","0.58281","1.07938"
"6.00000","0.59271","1.09169"
"6.10000","0.60322","1.11326"
"6.20000","0.61277","1.13377"
"6.30000","0.62278","1.14749"
"6.40000","0.63300","1.17100"
"6.50000","0.64263","1.18907"
"6.60000","0.65288","1.20836"
"6.70000","0.66301","1.22573"
"6.80000","0.67274","1.24318"
"6.90000","0.68295","1.26422"
"7.00000","0.69269","1.27880"
"7.10000","0.70320","1.29473"
"7.20000","0.71297","1.31552"
"7.30000","0.72282","1.33908"
"7.40000","0.73324","1.35524"
"7.50000","0.74286","1.37098"
"7.60000","0.75276","1.39099"
"7.70000","0.76295","1.41432"
"7.80000","0.77260","1.42898"
"7.90000","0.78299","1.44949"
"8.00000","0.79290","1.46592"
"8.10000","0.80275","1.48499"
"8.20000","0.81289","1.50604"
"8.30000","0.82267","1.52673"
"8.40000","0.83318","1.53816"
"8.50000","0.84295","1.55765"
"8.60000","0.85279","1.57836"
"8.70000","0.86321","1.59676"
"8.80000","0.87283","1.61106"
"8.90000","0.88281","1.63231"
"9.00000","0.89317","1.65484"
"9.10000","0.90251","1.66739"
"9.20000","0.91307","1.68903"
"9.30000","0.92290","1.71074"
"9.40000","0.93276","1.72532"
"9.50000","0.94282","1.74835"
"9.60000","0.95273","1.76301"
"9.70000","0.96314","1.77981"
"9.80000","0.97290","1.79970"
"9.90000","0.98272","1.81831"
"10.00000","0.99316","1.83950"
"10.07500","1.00002","1.85383"
"10.07600","1.00011","1.85395"
"10.07700","1.00020","1.85402"
"10.17700","1.00202","1.85316"
"10.27700","1.00164","1.85298"
"10.37700","1.00120","1.85600"
"10.47700","1.00055","1.85230"
"10.57700","1.00005","1.85102"
"10.67700","0.99996","1.85347"
"10.77700","0.99988","1.85745"
"10.87700","0.99988","1.85442"
"10.97700","0.99988","1.85301"
"11.07700","0.99988","1.85407"
"11.17700","0.99988","1.85396"
"11.27700","0.99988","1.85365"
"11.37700","0.99988","1.85197"
"11.47700","0.99997","1.85639"
"11.57700","0.99996","1.85285"
"11.67700","0.99996","1.85222"
"11.77700","0.99996","1.85224"
"11.87700","0.99996","1.85134"
"11.97700","0.99996","1.85192"
"12.07700","0.99996","1.85544"
"12.17700","0.99996","1.85767"
"12.27700","0.99996","1.85238"
"12.37700","0.99996","1.85253"
"12.47700","0.99996","1.85526"
"12.57700","0.99996","1.84773"
"12.67700","0.99996","1.85429"
"12.77700","0.99996","1.85320"
"12.87700","0.99996","1.85374"
"12.97700","0.99996","1.85252"
"13.07700","0.99996","1.85142"
"13.17700","0.99996","1.85434"
"13.27700","0.99996","1.85376"
"13.37700","0.99996","1.85078"
"13.47700","0.99996","1.85767"
"13.57700","0.99996","1.85142"
"13.67700","0.99996","1.85053"
"13.77700","0.99996","1.85280"
"13.87700","0.99996","1.85464"
"13.97700","0.99996","1.85196"
"14.07700","0.99996","1.85101"
"14.17700","0.99996","1.85605"
"14.27700","0.99996","1.84917"
"14.37700","0.99996","1.85405"
"14.47700","0.99996","1.85432"
"14.57700","0.99996","1.85412"
"14.67700","0.99996","1.85253"
"14.77700","0.99996","1.85453"
"14.87700","0.99996","1.85756"
"14.97700","0.99996","1.85284"
"15.07700","0.99996","1.85272"
"15.17700","0.99996","1.85505"
"15.27700","0.99996","1.85236"
"15.37700","0.99996","1.85460"
"15.47700","0.99996","1.85326"
"15.57700","0.99996","1.85361"
"15.67700","0.99996","1.85392"
"15.77700","0.99996","1.84998"
"15.87700","0.99996","1.85418"
"15.97700","0.99996","1.85367"
"16.07700","0.99996","1.84878"
"16.17700","0.99996","1.85693"
"16.27700","0.99996","1.85192"
"16.37700","0.99996","1.84920"
"16.47700","0.99996","1.85498"
"16.57700","0.99996","1.85634"
"16.67700","0.99996","1.85408"
"16.77700","0.99996","1.85003"
"16.87700","0.99996","1.85635"
"16.97700","0.99996","1.85109"
"17.07700","0.99996","1.85451"
"17.17700","0.99996","1.85185"
"17.27700","0.99996","1.85486"
"17.37700","0.99996","1.85835"
"17.47700","0.99996","1.84941"
"17.57700","0.99996","1.85299"
"17.67700","0.99996","1.85093"
"17.77700","0.99996","1.85123"
"17.87700","0.99996","1.85325"
"17.97700","0.99996","1.85561"
"18.07700","0.99996","1.84969"
"18.17700","0.99996","1.85562"
"18.27700","0.99996","1.85378"
"18.37700","0.99996","1.85283"
"18.47700","0.99996","1.85324"
"18.57700","0.99996","1.85537"
"18.67700","0.99996","1.85320"
"18.77700","0.99996","1.85087"
"18.87700","0.99996","1.85411"
"18.97700","0.99996","1.85088"
"19.07700","0.99996","1.85198"
"19.17700","0.99996","1.84942"
"19.27700","0.99996","1.85704"
"19.37700","0.99996","1.84884"
"19.47700","0.99996","1.85267"
"19.57700","0.99996","1.85258"
"19.67700","0.99996","1.85491"
"19.77700","0.99996","1.84671"
"19.87700","0.99996","1.85165"
"19.97700","0.99996","1.85138"
"20.07600","0.99996","1.85460"
"20.07700","0.99996","1.85449"
"20.09000","0.99996","1.85211"
"20.19000","0.99755","1.84842"
"20.29000","0.98648","1.82984"
"20.39000","0.97557","1.80721"
"20.49000","0.96541","1.78858"
"20.59000","0.95565","1.77086"
"20.69000","0.94532","1.75108"
"20.79000","0.93567","1.73177"
"20.89000","0.92586","1.71596"
"20.99000","0.91521","1.70276"
"21.09000","0.90543","1.67576"
"21.19000","0.89561","1.65579"
"21.29000","0.88523","1.64011"
"21.39000","0.87559","1.62250"
"21.49000","0.86533","1.60089"
"21.59000","0.85536","1.58310"
"21.69000","0.84552","1.56172"
"21.79000","0.83521","1.54698"
"21.89000","0.82555","1.52698"
"21.99000","0.81536","1.50892"
"22.09000","0.80560","1.48661"
"22.19000","0.79578","1.46761"
"22.29000","0.78518","1.45420"
"22.39000","0.77544","1.43915"
"22.49000","0.76561","1.41356"
"22.59000","0.75524","1.39852"
"22.69000","0.74572","1.38057"
"22.79000","0.73530","1.35887"
"22.89000","0.72525","1.34143"
"22.99000","0.71555","1.32546"
"23.09000","0.70535","1.30116"
"23.19000","0.69551","1.28576"
"23.29000","0.68542","1.26263"
"23.39000","0.67553","1.25007"
"23.49000","0.66579","1.22567"
"23.59000","0.65509","1.20925"
"23.69000","0.64553","1.19568"
"23.79000","0.63559","1.17410"
"23.89000","0.62519","1.15138"
"23.99000","0.61564","1.13687"
"24.09000","0.60529","1.11941"
"24.19000","0.59530","1.10043"
"24.29000","0.58547","1.07706"
"24.39000","0.57552","1.06282"
"24.49000","0.56555","1.04631"
"24.59000","0.55531","1.02353"
"24.69000","0.54560","1.00777"
"24.79000","0.53574","0.98771"
"24.89000","0.52504","0.96670"
"24.99000","0.51564","0.95079"
"25.09000","0.50554","0.93399"
"25.19000","0.49520","0.91097"
"25.29000","0.48565","0.89444"
"25.39000","0.47532","0.87492"
"25.49000","0.46524","0.85893"
"25.59000","0.45545","0.83496"
"25.69000","0.44548","0.81838"
"25.79000","0.43569","0.80153"
"25.89000","0.42530","0.78043"
"25.99000","0.41552","0.76633"
"26.09000","0.40582","0.74426"
"26.19000","0.39500","0.72848"
"26.29000","0.38558","0.71099"
"26.39000","0.37565","0.68846"
"26.49000","0.36528","0.67224"
"26.59000","0.35555","0.65397"
"26.69000","0.34532","0.63425"
"26.79000","0.33528","0.62029"
"26.89000","0.32548","0.59441"
"26.99000","0.31552","0.57600"
"27.09000","0.30564","0.56034"
"27.19000","0.29517","0.54008"
"27.29000","0.28547","0.52209"
"27.39000","0.27578","0.50245"
"27.49000","0.26508","0.48492"
"27.59000","0.25555","0.47052"
"27.69000","0.24564","0.44519"
"27.79000","0.23529","0.43309"
"27.89000","0.22551","0.41664"
"27.99000","0.21527","0.39207"
"28.09000","0.20542","0.37749"
"28.19000","0.19547","0.35813"
"28.29000","0.18548","0.33689"
"28.39000","0.17563","0.31987"
"28.49000","0.16524","0.30065"
"28.59000","0.15539","0.28159"
"28.69000","0.14576","0.26243"
"28.79000","0.13514","0.24501"
"28.89000","0.12561","0.23027"
"28.99000","0.11552","0.20957"
"29.09000","0.10522","0.18868"
"29.19000","0.09553","0.17208"
"29.29000","0.08528","0.15329"
"29.39000","0.07536","0.13592"
"29.49000","0.06563","0.11452"
"29.59000","0.05548","0.09902"
"29.69000","0.04558","0.08055"
"29.79000","0.03533","0.05666"
"29.89000","0.02543","0.04743"
"29.99000","0.01575","0.02176"
"30.09000","0.00511","0.00540"
"30.14800","-0.00004","-0.00705"
"30.14900","-0.00013","-0.00716"
"30.15000","-0.00021","-0.00724"
"30.25000","0.00055","-0.00578"
"30.35000","0.00938","0.00806"
"30.45000","0.02087","0.02737"
"30.55000","0.03091","0.05166"
"30.65000","0.04072","0.06807"
"30.75000","0.05113","0.09088"
"30.85000","0.06083","0.10693"
"30.95000","0.07059","0.12309"
"31.05000","0.08101","0.14937"
"31.15000","0.09058","0.15894"
"31.25000","0.10095","0.18026"
"31.35000","0.11092","0.20074"
"31.45000","0.12058","0.21526"
"31.55000","0.13084","0.23134"
"31.65000","0.14073","0.25213"
"31.75000","0.15100","0.27329"
"31.85000","0.16092","0.28859"
"31.95000","0.17070","0.30792"
"32.05000","0.18116","0.32667"
"32.15000","0.19084","0.34671"
"32.25000","0.20075","0.36259"
"32.35000","0.21118","0.38092"
"32.45000","0.22054","0.40208"
"32.55000","0.23098","0.41838"
"32.65000","0.24094","0.43803"
"32.75000","0.25054","0.46265"
"32.85000","0.26082","0.47714"
"32.95000","0.27082","0.49588"
"33.05000","0.28098","0.51248"
"33.15000","0.29086","0.53246"
"33.25000","0.30067","0.54935"
"33.35000","0.31112","0.56504"
"33.45000","0.32078","0.58910"
"33.55000","0.33068","0.60672"
"33.65000","0.34120","0.62432"
"33.75000","0.35056","0.64653"
"33.85000","0.36103","0.66062"
"33.95000","0.37100","0.68127"
"34.05000","0.38059","0.69507"
"34.15000","0.39084","0.71979"
"34.25000","0.40081","0.73437"
"34.35000","0.41100","0.75053"
"34.45000","0.42085","0.77400"
"34.55000","0.43064","0.79296"
"34.65000","0.44115","0.80861"
"34.75000","0.45070","0.83047"
"34.85000","0.46071","0.84746"
"34.95000","0.47123","0.86784"
"35.05000","0.48057","0.88554"
"35.15000","0.49093","0.90472"
"35.25000","0.50086","0.92408"
"35.35000","0.51067","0.94150"
"35.45000","0.52082","0.95725"
"35.55000","0.53097","0.98022"
"35.65000","0.54099","0.99382"
"35.75000","0.55088","1.01220"
"35.85000","0.56066","1.03453"
"35.95000","0.57120","1.04579"
"36.05000","0.58078","1.06990"
"36.15000","0.59069","1.08781"
"36.25000","0.60110","1.10561"
