General : Start date,"1/29/2024 3:50 PM"
General : End date,"1/29/2024 3:51 PM"
Specimen notes : Specimen note 1,""

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00058"
"0.10000","0.00223","-0.00309"
"0.20000","0.01081","0.01671"
"0.30000","0.02259","0.04089"
"0.40000","0.03247","0.05395"
"0.50000","0.04270","0.06928"
"0.60000","0.05257","0.09197"
"0.70000","0.06239","0.11304"
"0.80000","0.07292","0.12659"
"0.90000","0.08250","0.14758"
"1.00000","0.09253","0.16679"
"1.10000","0.10276","0.18432"
"1.20000","0.11220","0.19833"
"1.30000","0.12255","0.21869"
"1.40000","0.13270","0.23345"
"1.50000","0.14231","0.24572"
"1.60000","0.15257","0.27259"
"1.70000","0.16249","0.29016"
"1.80000","0.17264","0.30419"
"1.90000","0.18252","0.32635"
"2.00000","0.19231","0.34128"
"2.10000","0.20295","0.35703"
"2.20000","0.21246","0.37760"
"2.30000","0.22256","0.39099"
"2.40000","0.23279","0.41613"
"2.50000","0.24221","0.43392"
"2.60000","0.25258","0.45183"
"2.70000","0.26269","0.47035"
"2.80000","0.27233","0.48425"
"2.90000","0.28254","0.50120"
"3.00000","0.29247","0.52208"
"3.10000","0.30271","0.53744"
"3.20000","0.31247","0.55757"
"3.30000","0.32231","0.57467"
"3.40000","0.33302","0.59162"
"3.50000","0.34244","0.60974"
"3.60000","0.35252","0.62731"
"3.70000","0.36263","0.64563"
"3.80000","0.37229","0.66187"
"3.90000","0.38253","0.67610"
"4.00000","0.39278","0.69780"
"4.10000","0.40235","0.71774"
"4.20000","0.41257","0.73265"
"4.30000","0.42248","0.75049"
"4.40000","0.43278","0.77124"
"4.50000","0.44245","0.78904"
"4.60000","0.45237","0.80810"
"4.70000","0.46288","0.82441"
"4.80000","0.47244","0.84271"
"4.90000","0.48242","0.85962"
"5.00000","0.49266","0.87497"
"5.10000","0.50232","0.90024"
"5.20000","0.51253","0.91190"
"5.30000","0.52266","0.93224"
"5.40000","0.53237","0.95166"
"5.50000","0.54260","0.96829"
"5.60000","0.55234","0.98549"
"5.70000","0.56282","1.00474"
"5.80000","0.57263","1.02304"
"5.90000","0.58246","1.04054"
"6.00000","0.59289","1.05094"
"6.10000","0.60254","1.07532"
"6.20000","0.61241","1.09180"
"6.30000","0.62265","1.10816"
"6.40000","0.63223","1.13205"
"6.50000","0.64266","1.14744"
"6.60000","0.65257","1.16456"
"6.70000","0.66237","1.18591"
"6.80000","0.67254","1.20311"
"6.90000","0.68234","1.22061"
"7.00000","0.69279","1.23576"
"7.10000","0.70260","1.25786"
"7.20000","0.71241","1.27568"
"7.30000","0.72289","1.29179"
"7.40000","0.73251","1.30735"
"7.50000","0.74243","1.32609"
"7.60000","0.75281","1.34160"
"7.70000","0.76220","1.35970"
"7.80000","0.77272","1.38340"
"7.90000","0.78258","1.39899"
"8.00000","0.79237","1.41158"
"8.10000","0.80246","1.43361"
"8.20000","0.81241","1.45310"
"8.30000","0.82277","1.46738"
"8.40000","0.83254","1.48967"
"8.50000","0.84235","1.50596"
"8.60000","0.85282","1.52372"
"8.70000","0.86242","1.53961"
"8.80000","0.87239","1.55880"
"8.90000","0.88287","1.58422"
"9.00000","0.89225","1.59446"
"9.10000","0.90273","1.60961"
"9.20000","0.91269","1.63434"
"9.30000","0.92240","1.64943"
"9.40000","0.93245","1.66496"
"9.50000","0.94244","1.68602"
"9.60000","0.95281","1.69978"
"9.70000","0.96251","1.72636"
"9.80000","0.97237","1.74257"
"9.90000","0.98279","1.76126"
"10.00000","0.99230","1.77586"
"10.07600","1.00008","1.79035"
"10.07700","1.00017","1.78991"
"10.07800","1.00026","1.78945"
"10.17800","1.00190","1.78314"
"10.27800","1.00155","1.80007"
"10.37800","1.00117","1.79064"
"10.47800","1.00065","1.79107"
"10.57800","1.00019","1.79434"
"10.67800","1.00005","1.78579"
"10.77800","0.99996","1.79307"
"10.87800","0.99996","1.79036"
"10.97800","0.99996","1.78729"
"11.07800","0.99996","1.79488"
"11.17800","0.99996","1.79167"
"11.27800","0.99993","1.78660"
"11.37800","0.99988","1.79706"
"11.47800","0.99988","1.78410"
"11.57800","0.99988","1.78728"
"11.67800","0.99988","1.79177"
"11.77800","0.99988","1.79177"
"11.87800","0.99988","1.78937"
"11.97800","0.99997","1.79090"
"12.07800","0.99996","1.79139"
"12.17800","0.99996","1.78982"
"12.27800","0.99996","1.78841"
"12.37800","0.99996","1.79248"
"12.47800","0.99996","1.78991"
"12.57800","0.99996","1.79185"
"12.67800","0.99996","1.79074"
"12.77800","0.99996","1.78821"
"12.87800","0.99996","1.79136"
"12.97800","0.99996","1.78884"
"13.07800","0.99996","1.79307"
"13.17800","0.99996","1.78872"
"13.27800","0.99996","1.78761"
"13.37800","0.99996","1.79434"
"13.47800","0.99996","1.79154"
