General : Start date,"3/4/2024 4:49 PM"
General : End date,"3/4/2024 4:50 PM"
Specimen notes : Specimen note 1,""

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00133"
"0.10000","0.00236","0.00562"
"0.20000","0.01125","0.01919"
"0.30000","0.02281","0.04823"
"0.40000","0.03252","0.06530"
"0.50000","0.04279","0.08304"
"0.60000","0.05281","0.10198"
"0.70000","0.06298","0.12448"
"0.80000","0.07273","0.14400"
"0.90000","0.08272","0.16534"
"1.00000","0.09314","0.18511"
"1.10000","0.10279","0.19948"
"1.20000","0.11257","0.21981"
"1.30000","0.12315","0.24554"
"1.40000","0.13273","0.26173"
"1.50000","0.14285","0.28619"
"1.60000","0.15298","0.30858"
"1.70000","0.16256","0.32500"
"1.80000","0.17279","0.34144"
"1.90000","0.18273","0.36276"
"2.00000","0.19297","0.38565"
"2.10000","0.20293","0.40629"
"2.20000","0.21276","0.42790"
"2.30000","0.22319","0.44151"
"2.40000","0.23290","0.46049"
"2.50000","0.24258","0.47764"
"2.60000","0.25307","0.50520"
"2.70000","0.26263","0.52713"
"2.80000","0.27284","0.54065"
"2.90000","0.28295","0.56534"
"3.00000","0.29250","0.57937"
"3.10000","0.30283","0.60675"
"3.20000","0.31281","0.62302"
"3.30000","0.32294","0.64466"
"3.40000","0.33289","0.66438"
"3.50000","0.34273","0.68427"
"3.60000","0.35314","0.70398"
"3.70000","0.36288","0.72513"
"3.80000","0.37277","0.74205"
"3.90000","0.38325","0.76451"
"4.00000","0.39259","0.78694"
"4.10000","0.40294","0.80254"
"4.20000","0.41293","0.82494"
"4.30000","0.42248","0.84782"
"4.40000","0.43284","0.86208"
"4.50000","0.44288","0.88557"
"4.60000","0.45290","0.90229"
"4.70000","0.46278","0.92680"
"4.80000","0.47266","0.94358"
"4.90000","0.48312","0.96387"
"5.00000","0.49283","0.98683"
"5.10000","0.50261","1.00521"
"5.20000","0.51325","1.02564"
"5.30000","0.52256","1.04333"
"5.40000","0.53298","1.06290"
"5.50000","0.54298","1.08411"
"5.60000","0.55256","1.10512"
"5.70000","0.56282","1.12820"
"5.80000","0.57288","1.14567"
"5.90000","0.58292","1.17100"
"6.00000","0.59286","1.18500"
"6.10000","0.60265","1.20483"
"6.20000","0.61313","1.22214"
"6.30000","0.62275","1.24109"
"6.40000","0.63260","1.26809"
"6.50000","0.64326","1.28540"
"6.60000","0.65262","1.30979"
"6.70000","0.66287","1.32173"
"6.80000","0.67283","1.33828"
"6.90000","0.68267","1.36272"
"7.00000","0.69277","1.38521"
"7.10000","0.70300","1.40584"
"7.20000","0.71292","1.42432"
"7.30000","0.72287","1.44468"
"7.40000","0.73257","1.46481"
"7.50000","0.74325","1.48489"
"7.60000","0.75279","1.51061"
"7.70000","0.76270","1.52817"
"7.80000","0.77306","1.54741"
"7.90000","0.78259","1.56894"
"8.00000","0.79275","1.58665"
"8.10000","0.80285","1.60723"
"8.20000","0.81267","1.62655"
"8.30000","0.82283","1.64875"
"8.40000","0.83285","1.66219"
"8.50000","0.84294","1.68867"
"8.60000","0.85286","1.70603"
"8.70000","0.86251","1.73190"
"8.80000","0.87331","1.74691"
"8.90000","0.88289","1.76595"
"9.00000","0.89280","1.78917"
"9.10000","0.90307","1.80618"
"9.20000","0.91263","1.83195"
"9.30000","0.92274","1.85193"
"9.40000","0.93284","1.86835"
"9.50000","0.94263","1.89176"
"9.60000","0.95289","1.90856"
"9.70000","0.96280","1.93491"
"9.80000","0.97295","1.94906"
"9.90000","0.98282","1.97345"
"10.00000","0.99255","1.99237"
"10.07000","1.00004","2.00640"
"10.07100","1.00015","2.00615"
"10.07200","1.00025","2.00590"
"10.17200","1.00249","2.00951"
"10.27200","1.00202","2.00966"
"10.37200","1.00112","2.00713"
"10.47200","1.00011","2.00996"
"10.57200","0.99988","2.00424"
"10.67200","0.99988","2.00806"
"10.77200","0.99988","2.00398"
"10.87200","0.99988","2.00323"
"10.97200","0.99988","2.00641"
"11.07200","0.99988","2.00838"
"11.17200","0.99988","2.00749"
