General : Start date,"3/4/2024 5:01 PM"
General : End date,"3/4/2024 5:02 PM"
Specimen notes : Specimen note 1,""

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00002"
"0.10000","0.00238","0.00553"
"0.20000","0.01086","0.01867"
"0.30000","0.02267","0.04072"
"0.40000","0.03268","0.06048"
"0.50000","0.04266","0.08149"
"0.60000","0.05267","0.10187"
"0.70000","0.06256","0.11946"
"0.80000","0.07306","0.13473"
"0.90000","0.08273","0.15963"
"1.00000","0.09253","0.17765"
"1.10000","0.10296","0.20078"
"1.20000","0.11261","0.22046"
"1.30000","0.12272","0.24182"
"1.40000","0.13290","0.26030"
"1.50000","0.14241","0.28004"
"1.60000","0.15267","0.29594"
"1.70000","0.16273","0.32047"
"1.80000","0.17275","0.33871"
"1.90000","0.18259","0.36125"
"2.00000","0.19263","0.38206"
"2.10000","0.20299","0.39688"
"2.20000","0.21265","0.41548"
"2.30000","0.22244","0.43837"
"2.40000","0.23302","0.45947"
"2.50000","0.24260","0.47917"
"2.60000","0.25270","0.49527"
"2.70000","0.26289","0.51732"
"2.80000","0.27241","0.53164"
"2.90000","0.28267","0.55577"
"3.00000","0.29263","0.57350"
"3.10000","0.30275","0.59700"
"3.20000","0.31283","0.61605"
"3.30000","0.32265","0.63387"
"3.40000","0.33306","0.65220"
"3.50000","0.34275","0.66922"
"3.60000","0.35244","0.69729"
"3.70000","0.36299","0.71696"
"3.80000","0.37257","0.73114"
"3.90000","0.38270","0.75051"
"4.00000","0.39284","0.77008"
"4.10000","0.40233","0.79468"
"4.20000","0.41275","0.81200"
"4.30000","0.42268","0.83528"
"4.40000","0.43275","0.85035"
"4.50000","0.44276","0.87108"
"4.60000","0.45261","0.89200"
"4.70000","0.46301","0.91082"
"4.80000","0.47273","0.93169"
"4.90000","0.48262","0.95250"
"5.00000","0.49315","0.97321"
"5.10000","0.50250","0.99005"
"5.20000","0.51283","1.00599"
"5.30000","0.52277","1.02991"
"5.40000","0.53234","1.04687"
"5.50000","0.54268","1.06748"
"5.60000","0.55279","1.08642"
"5.70000","0.56271","1.11353"
"5.80000","0.57262","1.12920"
"5.90000","0.58252","1.14759"
"6.00000","0.59297","1.16672"
"6.10000","0.60267","1.18496"
"6.20000","0.61248","1.20815"
"6.30000","0.62308","1.22648"
"6.40000","0.63248","1.24869"
"6.50000","0.64287","1.26359"
"6.60000","0.65286","1.28944"
"6.70000","0.66243","1.30926"
"6.80000","0.67271","1.32759"
"6.90000","0.68281","1.34413"
"7.00000","0.69271","1.36306"
"7.10000","0.70271","1.38488"
"7.20000","0.71252","1.40505"
"7.30000","0.72297","1.42824"
"7.40000","0.73264","1.44695"
"7.50000","0.74245","1.46885"
"7.60000","0.75314","1.48708"
"7.70000","0.76248","1.50842"
"7.80000","0.77275","1.52387"
"7.90000","0.78270","1.54441"
"8.00000","0.79250","1.56984"
"8.10000","0.80268","1.58339"
"8.20000","0.81289","1.60259"
"8.30000","0.82272","1.62508"
"8.40000","0.83273","1.64463"
"8.50000","0.84251","1.66472"
"8.60000","0.85308","1.67878"
"8.70000","0.86263","1.70581"
"8.80000","0.87257","1.72404"
"8.90000","0.88297","1.74371"
"9.00000","0.89245","1.76430"
"9.10000","0.90261","1.78219"
"9.20000","0.91275","1.80677"
"9.30000","0.92253","1.82395"
"9.40000","0.93271","1.84515"
"9.50000","0.94276","1.85927"
"9.60000","0.95273","1.88276"
"9.70000","0.96272","1.90298"
"9.80000","0.97240","1.92595"
"9.90000","0.98316","1.94284"
"10.00000","0.99275","1.95862"
"10.07300","1.00009","1.97144"
"10.07400","1.00018","1.97136"
"10.07500","1.00027","1.97128"
"10.17500","1.00197","1.98228"
"10.27500","1.00159","1.98032"
"10.37500","1.00119","1.97991"
"10.47500","1.00063","1.97973"
"10.57500","1.00015","1.98211"
"10.67500","1.00000","1.97731"
"10.77500","0.99996","1.97878"
"10.87500","0.99996","1.97914"
"10.97500","0.99996","1.97922"
"11.07500","0.99996","1.98050"
"11.17500","0.99996","1.97723"
"11.27500","0.99988","1.98086"
"11.37500","0.99988","1.97912"
"11.47500","0.99988","1.97930"
"11.57500","0.99988","1.98158"
"11.67500","0.99988","1.97683"
"11.77500","0.99988","1.97807"
"11.87500","0.99989","1.97622"
"11.97500","0.99996","1.97797"
"12.07500","0.99996","1.97685"
"12.17500","0.99996","1.97818"
"12.27500","0.99996","1.98278"
"12.37500","0.99996","1.97641"
"12.47500","0.99996","1.98023"
"12.57500","0.99996","1.97859"
"12.67500","0.99996","1.97478"
"12.77500","0.99996","1.98264"
"12.87500","0.99996","1.97904"
"12.97500","0.99996","1.98241"
"13.07500","0.99996","1.97719"
"13.17500","0.99996","1.97595"
"13.27500","0.99996","1.97817"
"13.37500","0.99996","1.97526"
"13.47500","0.99996","1.98004"
"13.57500","0.99996","1.97775"
"13.67500","0.99996","1.97625"
"13.77500","0.99996","1.97528"
"13.87500","0.99996","1.97672"
"13.97500","0.99996","1.98059"
"14.07500","0.99996","1.97701"
"14.17500","0.99996","1.98122"
"14.27500","0.99996","1.97584"
"14.37500","0.99996","1.97718"
"14.47500","0.99996","1.97733"
"14.57500","0.99996","1.97914"
"14.67500","0.99996","1.98088"
"14.77500","0.99996","1.98038"
"14.87500","0.99996","1.98194"
"14.97500","0.99996","1.97721"
"15.07500","0.99996","1.97875"
"15.17500","0.99996","1.97508"
"15.27500","0.99996","1.97326"
"15.37500","0.99996","1.97672"
"15.47500","0.99996","1.97504"
"15.57500","0.99996","1.98224"
"15.67500","0.99996","1.97484"
"15.77500","0.99996","1.97560"
"15.87500","0.99996","1.97945"
"15.97500","0.99996","1.97874"
"16.07500","0.99996","1.97510"
"16.17500","0.99996","1.97785"
"16.27500","0.99996","1.98047"
"16.37500","0.99996","1.97850"
"16.47500","0.99996","1.98347"
"16.57500","0.99996","1.97837"
"16.67500","0.99996","1.98071"
"16.77500","0.99996","1.97645"
"16.87500","0.99996","1.97594"
"16.97500","0.99996","1.97959"
"17.07500","0.99996","1.97705"
"17.17500","0.99996","1.97650"
"17.27500","0.99996","1.97566"
"17.37500","0.99996","1.97614"
"17.47500","0.99996","1.97518"
"17.57500","0.99996","1.98044"
"17.67500","0.99996","1.98123"
"17.77500","0.99996","1.97635"
"17.87500","0.99996","1.98051"
"17.97500","0.99996","1.97817"
"18.07500","0.99996","1.97650"
"18.17500","0.99996","1.97686"
"18.27500","0.99996","1.97735"
"18.37500","0.99996","1.98227"
"18.47500","0.99996","1.97846"
"18.57500","0.99996","1.97720"
"18.67500","0.99996","1.97860"
"18.77500","0.99996","1.97529"
"18.87500","0.99996","1.97852"
"18.97500","0.99996","1.97947"
"19.07500","0.99996","1.97693"
"19.17500","0.99996","1.97615"
"19.27500","0.99996","1.97956"
"19.37500","0.99996","1.97908"
"19.47500","0.99996","1.97875"
"19.57500","0.99996","1.97918"
"19.67500","0.99996","1.97664"
"19.77500","0.99996","1.97908"
"19.87500","0.99996","1.97982"
"19.97500","0.99996","1.97539"
"20.07400","0.99996","1.97891"
"20.07500","0.99996","1.97887"
"20.09200","0.99996","1.97814"
"20.19200","0.99762","1.97542"
"20.29200","0.98638","1.95454"
"20.39200","0.97566","1.92834"
"20.49200","0.96567","1.90870"
"20.59200","0.95561","1.89276"
"20.69200","0.94600","1.87347"
"20.79200","0.93527","1.84990"
"20.89200","0.92567","1.83236"
"20.99200","0.91588","1.80880"
"21.09200","0.90527","1.78566"
"21.19200","0.89576","1.77161"
"21.29200","0.88551","1.75194"
"21.39200","0.87537","1.73225"
"21.49200","0.86566","1.70381"
"21.59200","0.85563","1.69095"
"21.69200","0.84552","1.67317"
"21.79200","0.83556","1.65018"
"21.89200","0.82567","1.63271"
"21.99200","0.81586","1.60948"
"22.09200","0.80514","1.59125"
"22.19200","0.79573","1.57003"
"22.29200","0.78575","1.55183"
"22.39200","0.77532","1.53111"
"22.49200","0.76574","1.51366"
"22.59200","0.75555","1.49161"
"22.69200","0.74530","1.47320"
"22.79200","0.73569","1.45072"
"22.89200","0.72548","1.43262"
"22.99200","0.71565","1.41004"
"23.09200","0.70555","1.39336"
"23.19200","0.69563","1.36963"
"23.29200","0.68594","1.35232"
"23.39200","0.67513","1.32906"
"23.49200","0.66566","1.31202"
"23.59200","0.65584","1.29443"
"23.69200","0.64537","1.27366"
"23.79200","0.63559","1.25098"
"23.89200","0.62554","1.23457"
"23.99200","0.61531","1.21506"
"24.09200","0.60569","1.18909"
"24.19200","0.59552","1.17394"
"24.29200","0.58567","1.15572"
"24.39200","0.57540","1.13181"
"24.49200","0.56564","1.11128"
"24.59200","0.55586","1.09120"
"24.69200","0.54522","1.07596"
"24.79200","0.53566","1.05338"
"24.89200","0.52590","1.03314"
"24.99200","0.51540","1.01456"
"25.09200","0.50560","0.99334"
"25.19200","0.49547","0.97260"
"25.29200","0.48544","0.95790"
"25.39200","0.47559","0.93898"
"25.49200","0.46550","0.91600"
"25.59200","0.45566","0.89924"
"25.69200","0.44546","0.87414"
"25.79200","0.43554","0.85456"
"25.89200","0.42581","0.83303"
"25.99200","0.41525","0.81848"
"26.09200","0.40571","0.80185"
"26.19200","0.39577","0.77452"
"26.29200","0.38534","0.75636"
"26.39200","0.37565","0.73407"
"26.49200","0.36552","0.71872"
"26.59200","0.35541","0.69803"
"26.69200","0.34573","0.67668"
"26.79200","0.33553","0.65439"
"26.89200","0.32568","0.63161"
"26.99200","0.31555","0.61983"
"27.09200","0.30557","0.59431"
"27.19200","0.29580","0.57678"
"27.29200","0.28522","0.55849"
"27.39200","0.27569","0.54220"
"27.49200","0.26578","0.51942"
"27.59200","0.25525","0.49724"
"27.69200","0.24560","0.48231"
"27.79200","0.23552","0.46074"
"27.89200","0.22526","0.44327"
"27.99200","0.21572","0.42098"
"28.09200","0.20558","0.39828"
"28.19200","0.19565","0.38145"
"28.29200","0.18542","0.35883"
"28.39200","0.17571","0.34119"
"28.49200","0.16582","0.31587"
"28.59200","0.15530","0.30185"
"28.69200","0.14577","0.28200"
"28.79200","0.13570","0.25977"
"28.89200","0.12522","0.24167"
"28.99200","0.11563","0.22317"
"29.09200","0.10547","0.20722"
"29.19200","0.09530","0.18281"
"29.29200","0.08577","0.16668"
"29.39200","0.07550","0.14538"
"29.49200","0.06569","0.12505"
"29.59200","0.05531","0.10606"
"29.69200","0.04567","0.08438"
"29.79200","0.03590","0.06232"
"29.89200","0.02542","0.03973"
"29.99200","0.01569","0.02612"
"30.09200","0.00581","0.00913"
"30.14900","-0.00006","-0.00034"
"30.15000","-0.00017","-0.00041"
"30.15100","-0.00027","-0.00053"
"30.25100","0.00009","-0.01119"
"30.35100","0.00954","0.00924"
"30.45100","0.02038","0.02907"
"30.55100","0.03031","0.05409"
"30.65100","0.04071","0.07064"
"30.75100","0.05047","0.08927"
"30.85100","0.06029","0.10518"
"30.95100","0.07097","0.12836"
"31.05100","0.08042","0.15141"
"31.15100","0.09051","0.16902"
"31.25100","0.10059","0.19168"
"31.35100","0.11032","0.20718"
"31.45100","0.12058","0.23274"
"31.55100","0.13077","0.25007"
"31.65100","0.14043","0.27139"
"31.75100","0.15054","0.29328"
"31.85100","0.16040","0.30955"
"31.95100","0.17089","0.33072"
"32.05100","0.18052","0.34451"
"32.15100","0.19041","0.36925"
"32.25100","0.20086","0.38905"
"32.35100","0.21037","0.40468"
"32.45100","0.22042","0.42752"
"32.55100","0.23069","0.44863"
"32.65100","0.24037","0.46726"
"32.75100","0.25060","0.48872"
"32.85100","0.26064","0.50798"
"32.95100","0.27047","0.52706"
"33.05100","0.28055","0.54447"
"33.15100","0.29031","0.56531"
"33.25100","0.30097","0.58537"
"33.35100","0.31069","0.60626"
"33.45100","0.32047","0.62776"
"33.55100","0.33089","0.64963"
"33.65100","0.34046","0.66764"
"33.75100","0.35044","0.68289"
"33.85100","0.36065","0.70633"
"33.95100","0.37031","0.72688"
"34.05100","0.38058","0.74610"
"34.15100","0.39060","0.76695"
"34.25100","0.40043","0.78554"
"34.35100","0.41059","0.80467"
"34.45100","0.42041","0.82581"
"34.55100","0.43092","0.84402"
"34.65100","0.44057","0.86036"
"34.75100","0.45052","0.88264"
"34.85100","0.46086","0.90369"
"34.95100","0.47042","0.92112"
"35.05100","0.48060","0.94523"
"35.15100","0.49086","0.96106"
"35.25100","0.50024","0.98836"
"35.35100","0.51071","1.00033"
"35.45100","0.52056","1.02263"
"35.55100","0.53044","1.04507"
"35.65100","0.54051","1.06329"
"35.75100","0.55046","1.08187"
"35.85100","0.56087","1.10220"
"35.95100","0.57049","1.12146"
"36.05100","0.58037","1.14294"
"36.15100","0.59081","1.16066"
"36.25100","0.60042","1.18229"
